id	type	license	datasetID	basisOfRecord	occurrenceID	occurrenceRemarks	sex	lifeStage	reproductiveCondition	organismName	samplingProtocol	eventDateRange	decimalLatitude	decimalLongitude	geodeticDatum	scientificNameID	scientificName	taxonRank	footprintWKT
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-05-25		f	adult		F53		2014-05-25T03:01:36Z/2014-05-25T23:00:53Z	38.400596	-111.991629	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-112.0043911 38.35001, -111.9903292 38.4094994, -111.988035 38.4144586, -111.9877647 38.41450579999999, -111.9876269 38.41450560000001, -112.0043911 38.35001))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-05-26		f	adult		F53		2014-05-26T03:00:57Z/2014-05-26T23:01:29Z	38.382584	-111.997921	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-112.0064497 38.3615956, -112.0064597 38.36175170000001, -111.9935289 38.4284469, -111.9824689 38.40067670000001, -111.9921703 38.38137860000001, -112.0064497 38.3615956))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-05-27		f	adult		F53		2014-05-27T03:02:38Z/2014-05-27T23:01:02Z	38.332433	-112.026476	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-112.0345467 38.3272592, -112.0358242 38.3282592, -112.0384586 38.3323172, -112.0115139 38.3389494, -112.0120347 38.33538189999999, -112.0345467 38.3272592))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-05-28		f	adult		F53		2014-05-28T03:01:08Z/2014-05-28T23:00:59Z	38.333945	-112.045277	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-112.0518233 38.3336206, -112.0519861 38.3336497, -112.0489964 38.3341294, -112.0208786 38.3342208, -112.0518233 38.3336206))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-05-29		f	adult		F53		2014-05-29T03:02:00Z/2014-05-29T23:01:42Z	38.339682	-112.038966	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-112.0490186 38.3341369, -112.0492775 38.3347447, -112.0186008 38.3501642, -112.0490186 38.3341369))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-05-30		f	adult		F53		2014-05-30T03:01:43Z/2014-05-30T23:01:20Z	38.385442	-112.018190	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-112.0211081 38.3608472, -112.0186822 38.39649420000001, -112.0184978 38.3966697, -112.0184044 38.3964575, -112.0154578 38.38814970000001, -112.0169892 38.37403579999999, -112.0211081 38.3608472))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-05-31		f	adult		F53		2014-05-31T03:01:00Z/2014-05-31T19:00:56Z	38.412718	-112.014181	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-112.0150847 38.4120181, -112.0142156 38.41298579999999, -112.0136739 38.4129992, -112.0136319 38.4127753, -112.0150847 38.4120181))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-06-01		f	adult		F53		2014-06-01T03:01:07Z/2014-06-01T19:01:18Z	38.414367	-112.016761	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-112.01604 38.4133006, -112.0173842 38.4150883, -112.0171703 38.41506829999999, -112.0159308 38.4133186, -112.01604 38.4133006))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-06-02		f	adult		F53		2014-06-02T03:00:57Z/2014-06-02T23:01:41Z	38.414481	-112.016914	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-112.0158478 38.4131333, -112.0172539 38.4148808, -112.0173306 38.4150256, -112.0158478 38.4131333))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-06-03		f	adult		F53		2014-06-03T03:01:26Z/2014-06-03T23:01:19Z	38.414335	-112.016849	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-112.0160389 38.4131819, -112.0160972 38.41319420000001, -112.0173358 38.4149425, -112.0171761 38.41498, -112.0160389 38.4131819))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-06-04		f	adult		F53		2014-06-04T03:02:41Z/2014-06-04T23:01:38Z	38.449656	-111.991518	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9949553 38.4125086, -111.9920125 38.47319829999999, -111.9877242 38.4662742, -111.9949553 38.4125086))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-06-05		f	adult		F53		2014-06-05T03:01:42Z/2014-06-05T23:01:22Z	38.463270	-111.994243	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-112.0064108 38.4419703, -111.9925336 38.4888028, -111.9885872 38.4641742, -111.98944 38.4581333, -112.0064108 38.4419703))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-06-06		f	adult		F53		2014-06-06T03:01:08Z/2014-06-06T23:01:48Z	38.499431	-111.995874	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9983047 38.4971603, -111.9943081 38.5009633, -111.9942467 38.50087689999999, -111.9981122 38.4973028, -111.9983047 38.4971603))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-06-07		f	adult		F53		2014-06-07T03:01:18Z/2014-06-07T23:02:07Z	38.482156	-111.970697	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.972055 38.4712936, -111.9864761 38.488145, -111.9672406 38.4863319, -111.9628064 38.4744908, -111.972055 38.4712936))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-06-08		f	adult		F53		2014-06-08T03:02:09Z/2014-06-08T23:01:00Z	38.487530	-111.968609	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9673347 38.4862847, -111.9683089 38.4863789, -111.9735208 38.4930233, -111.9672003 38.4864169, -111.9673347 38.4862847))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-06-09		f	adult		F53		2014-06-09T03:01:06Z/2014-06-09T23:01:08Z	38.472413	-111.972730	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.975485 38.4597856, -111.974275 38.4710606, -111.9684292 38.4863925, -111.975485 38.4597856))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-06-10		f	adult		F53		2014-06-10T03:00:56Z/2014-06-10T19:02:25Z	38.474744	-111.975925	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9738156 38.4666519, -111.9758661 38.46745720000001, -111.9788908 38.4701964, -111.9795211 38.4741144, -111.9715325 38.49529829999999, -111.9738156 38.4666519))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-06-11		f	adult		F53		2014-06-11T03:01:35Z/2014-06-11T23:01:14Z	38.491990	-111.985192	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9736869 38.4722311, -111.9953836 38.4966683, -111.9881047 38.5010292, -111.9839864 38.4996753, -111.9736869 38.4722311))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-06-12		f	adult		F53		2014-06-12T03:01:00Z/2014-06-12T19:01:08Z	38.498182	-111.980688	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9758889 38.4971922, -111.98399 38.4976794, -111.9839278 38.49981829999999, -111.9758889 38.4971922))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-06-13		f	adult		F53		2014-06-13T03:02:14Z/2014-06-13T23:01:48Z	38.470202	-111.976252	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9755028 38.46448779999999, -111.9757592 38.4645956, -111.9809456 38.4932742, -111.9753156 38.4680467, -111.9748792 38.4655531, -111.9755028 38.46448779999999))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-06-14		f	adult		F53		2014-06-14T03:02:18Z/2014-06-14T23:01:20Z	38.466521	-111.974888	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9752681 38.4629617, -111.9750317 38.4655911, -111.9740039 38.4753189, -111.9748886 38.4657144, -111.97525 38.4630203, -111.9752681 38.4629617))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-06-15		f	adult		F53		2014-06-15T03:01:22Z/2014-06-15T23:02:18Z	38.452422	-111.984458	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9884425 38.4464092, -111.990885 38.44685560000001, -111.9825172 38.45676810000001, -111.9749375 38.4655644, -111.98551 38.4465117, -111.9884425 38.4464092))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-06-16		f	adult		F53		2014-06-16T03:01:13Z/2014-06-16T23:02:21Z	38.447714	-111.989732	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9873247 38.44483, -111.9897517 38.44662720000001, -111.9904114 38.4473614, -111.9928136 38.4527492, -111.9873831 38.4449869, -111.9873247 38.44483))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-06-17		f	adult		F53		2014-06-17T03:02:28Z/2014-06-17T23:01:42Z	38.446134	-111.987308	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9873192 38.44300029999999, -111.9927656 38.4483331, -111.9843106 38.4471481, -111.9873192 38.44300029999999))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-06-18		f	adult		F53		2014-06-18T03:01:14Z/2014-06-18T23:01:37Z	38.450793	-111.987008	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9858253 38.4332633, -111.9900558 38.44639470000001, -111.9881244 38.45789420000001, -111.9857747 38.4562306, -111.9858253 38.4332633))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-06-19		f	adult		F53		2014-06-19T03:01:26Z/2014-06-19T23:01:23Z	38.458764	-111.983983	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9860322 38.4552208, -111.9863992 38.4554806, -111.9863306 38.4556258, -111.9730067 38.4750019, -111.9860322 38.4552208))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-06-20		f	adult		F53		2014-06-20T11:02:18Z/2014-06-20T23:01:42Z	38.455346	-111.985642	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9860331 38.45518079999999, -111.9855047 38.4554408, -111.9853894 38.4554172, -111.9860331 38.45518079999999))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-06-21		f	adult		F53		2014-06-21T03:01:20Z/2014-06-21T19:01:12Z	38.455425	-111.985512	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9860403 38.4552581, -111.9861125 38.4553864, -111.9849486 38.4555297, -111.9849472 38.4555256, -111.9860403 38.4552581))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-06-22		f	adult		F53		2014-06-22T03:02:14Z/2014-06-22T23:01:23Z	38.455652	-111.985180	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9861292 38.4552422, -111.9847611 38.45591, -111.9842608 38.45603939999999, -111.9846953 38.4558097, -111.9860528 38.4552594, -111.9861292 38.4552422))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-06-23		f	adult		F53		2014-06-23T03:01:42Z/2014-06-23T23:01:23Z	38.456546	-111.985893	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9858128 38.4551186, -111.9860503 38.4553981, -111.9861553 38.4562767, -111.9857081 38.4581436, -111.9858128 38.4551186))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-06-24		f	adult		F53		2014-06-24T03:01:47Z/2014-06-24T11:00:59Z	38.455169	-111.985973	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9859297 38.4550381, -111.9860875 38.455345, -111.9859006 38.4551236, -111.9859297 38.4550381))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-06-25		f	adult		F53		2014-06-25T03:01:48Z/2014-06-25T23:00:58Z	38.456575	-111.986129	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9859786 38.4550525, -111.9861025 38.4553106, -111.9866192 38.4584997, -111.9860692 38.4579944, -111.9858739 38.4560158, -111.9859786 38.4550525))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-06-26		f	adult		F53		2014-06-26T07:01:59Z/2014-06-26T15:01:24Z	38.480723	-111.993958	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9927583 38.4804064, -111.9956947 38.48086970000001, -111.9934206 38.4808919, -111.9927583 38.4804064))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-06-27		f	adult		F53		2014-06-27T03:01:57Z/2014-06-27T23:01:48Z	38.498289	-112.018263	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9989486 38.4811431, -112.0276058 38.5016089, -112.0275856 38.5016978, -112.027455 38.50179439999999, -112.0097178 38.5051989, -111.9989486 38.4811431))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-06-28		f	adult		F53		2014-06-28T03:01:38Z/2014-06-28T23:01:28Z	38.501619	-112.027636	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-112.0275322 38.5014775, -112.0279236 38.5015586, -112.0276072 38.50170170000001, -112.0274967 38.5017003, -112.0275322 38.5014775))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-06-29		f	adult		F53		2014-06-29T03:01:23Z/2014-06-29T19:00:56Z	38.496516	-112.019782	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9960306 38.4805753, -112.0275572 38.5015561, -112.0278125 38.50176279999999, -112.0277281 38.50216939999999, -111.9960306 38.4805753))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-06-30		f	adult		F53		2014-06-30T07:01:29Z/2014-06-30T23:01:27Z	38.489369	-112.035962	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-112.0413836 38.4810536, -112.0416253 38.48110029999999, -112.0415028 38.4813461, -112.0276528 38.5016978, -112.0276444 38.5016489, -112.0413836 38.4810536))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-07-01		f	adult		F53		2014-07-01T03:01:15Z/2014-07-01T23:01:34Z	38.474932	-112.038795	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-112.0330686 38.4620519, -112.041765 38.4814369, -112.0415525 38.4813075, -112.0330686 38.4620519))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-07-02		f	adult		F53		2014-07-02T03:01:48Z/2014-07-02T23:01:11Z	38.420159	-112.012338	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9878103 38.3901761, -111.9906817 38.3917303, -112.0120631 38.4077189, -112.0369375 38.4488497, -112.0341983 38.4623217, -111.9878103 38.3901761))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-07-03		f	adult		F53		2014-07-03T03:02:26Z/2014-07-03T23:01:22Z	38.388539	-111.985261	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9849086 38.3884167, -111.9849786 38.38843, -111.9857897 38.3886297, -111.9857375 38.3887975, -111.9848931 38.38841970000001, -111.9849086 38.3884167))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-07-04		f	adult		F53		2014-07-04T03:01:18Z/2014-07-04T23:01:48Z	38.388494	-111.985395	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9849272 38.3884047, -111.9849856 38.38840689999999, -111.9859836 38.3885636, -111.986185 38.3886747, -111.9848942 38.3884178, -111.9849272 38.3884047))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-07-05		f	adult		F53		2014-07-05T03:01:48Z/2014-07-05T23:02:22Z	38.388522	-111.985450	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9858567 38.3882203, -111.9869617 38.3890131, -111.9851275 38.3885597, -111.9850597 38.3885372, -111.9848164 38.3884408, -111.9848792 38.3883631, -111.9858567 38.3882203))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-07-06		f	adult		F53		2014-07-06T07:01:37Z/2014-07-06T23:01:30Z	38.388521	-111.985174	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.984985 38.38838920000001, -111.9856158 38.3886528, -111.9851253 38.3885717, -111.9849719 38.3884694, -111.984985 38.38838920000001))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-07-07		f	adult		F53		2014-07-07T03:01:52Z/2014-07-07T23:01:48Z	38.388578	-111.986110	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9850286 38.3884564, -111.9886072 38.3888072, -111.9857353 38.38858029999999, -111.9850703 38.3884697, -111.9850286 38.3884564))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-07-08		f	adult		F53		2014-07-08T03:01:48Z/2014-07-08T23:01:23Z	38.422036	-111.976602	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9753739 38.3950156, -111.9793992 38.4371056, -111.9793481 38.4373331, -111.9781439 38.4417417, -111.9704247 38.4088703, -111.9753739 38.3950156))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-07-09		f	adult		F53		2014-07-09T07:01:51Z/2014-07-09T23:00:50Z	38.470731	-111.948860	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9645339 38.4480817, -111.9435772 38.4884667, -111.9429342 38.4887242, -111.9443967 38.4576494, -111.9645339 38.4480817))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-07-10		f	adult		F53		2014-07-10T07:02:06Z/2014-07-10T23:01:41Z	38.500279	-111.932874	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9330381 38.5000025, -111.9330822 38.5001528, -111.9328147 38.5005433, -111.9326833 38.5004919, -111.9327503 38.50020689999999, -111.9330381 38.5000025))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-07-11		f	adult		F53		2014-07-11T03:01:13Z/2014-07-11T23:01:20Z	38.499738	-111.934921	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9372092 38.4989331, -111.9372392 38.4989606, -111.9327267 38.5005169, -111.9328047 38.5004564, -111.9367717 38.4990692, -111.9372092 38.4989331))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-07-12		f	adult		F53		2014-07-12T03:01:56Z/2014-07-12T19:01:17Z	38.502797	-111.936487	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9323631 38.4998042, -111.9391153 38.5000142, -111.9396497 38.5067656, -111.9348183 38.5046042, -111.9323631 38.4998042))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-07-13		f	adult		F53		2014-07-13T07:01:00Z/2014-07-13T23:01:36Z	38.488321	-111.971050	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9720267 38.4871256, -111.9716619 38.4878547, -111.9688236 38.49052639999999, -111.9720267 38.4871256))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-07-14		f	adult		F53		2014-07-14T03:00:57Z/2014-07-14T23:01:18Z	38.482987	-111.975111	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9813119 38.4757781, -111.9715647 38.4878494, -111.9715314 38.4876667, -111.9715836 38.4858583, -111.9813119 38.4757781))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-07-15		f	adult		F53		2014-07-15T03:00:56Z/2014-07-15T23:01:48Z	38.478230	-111.972776	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9727942 38.4750047, -111.9741911 38.4757311, -111.971425 38.4871128, -111.9726925 38.4750717, -111.9727942 38.4750047))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-07-16		f	adult		F53		2014-07-16T03:01:06Z/2014-07-16T11:01:06Z	38.483089	-111.968509	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9626758 38.4750269, -111.9714011 38.486935, -111.9714497 38.4873042, -111.9626758 38.4750269))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-07-17		f	adult		F53		2014-07-17T07:01:18Z/2014-07-17T23:01:20Z	38.489144	-111.975910	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9713881 38.4869661, -111.9808722 38.4909258, -111.9795 38.49057, -111.9718811 38.4881128, -111.9713881 38.4869661))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-07-18		f	adult		F53		2014-07-18T03:01:34Z/2014-07-18T19:00:54Z	38.487744	-111.982086	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.990095 38.4793981, -111.979395 38.4906022, -111.9793461 38.4905103, -111.990095 38.4793981))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-07-19		f	adult		F53		2014-07-19T03:00:56Z/2014-07-19T19:01:42Z	38.469994	-111.991599	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9891211 38.4582408, -111.9978892 38.4845167, -111.9903947 38.4788933, -111.98899 38.4583242, -111.9891211 38.4582408))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-07-20		f	adult		F53		2014-07-20T03:01:18Z/2014-07-20T23:01:18Z	38.461429	-111.971819	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9683122 38.4568256, -111.9729447 38.4608903, -111.9729911 38.4609494, -111.9722078 38.4668886, -111.9683122 38.4568256))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-07-21		f	adult		F53		2014-07-21T03:02:21Z/2014-07-21T23:01:01Z	38.495389	-111.987766	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9869586 38.4727561, -111.9950372 38.5018489, -111.9858894 38.50087329999999, -111.9855003 38.5007964, -111.9854467 38.50067139999999, -111.9869586 38.4727561))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-07-22		f	adult		F53		2014-07-22T03:01:55Z/2014-07-22T23:01:35Z	38.500897	-111.985674	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9855086 38.5006664, -111.9858978 38.5009903, -111.9858681 38.5010231, -111.9858072 38.5010856, -111.9852867 38.5007217, -111.9855086 38.5006664))
