id	type	license	datasetID	basisOfRecord	occurrenceID	occurrenceRemarks	sex	lifeStage	reproductiveCondition	organismName	samplingProtocol	eventDateRange	decimalLatitude	decimalLongitude	geodeticDatum	scientificNameID	scientificName	taxonRank	footprintWKT
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-10-04		f	adult		F53		2014-10-04T03:01:15Z/2014-10-04T11:01:36Z	38.422640	-111.987896	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9914847 38.4151933, -111.9838189 38.4330411, -111.9883839 38.4196856, -111.9914847 38.4151933))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-10-05		f	adult		F53		2014-10-05T03:01:36Z/2014-10-05T23:01:34Z	38.432198	-111.982707	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9893006 38.4164147, -111.9894042 38.4212183, -111.9801825 38.4391203, -111.9798194 38.43918920000001, -111.9776633 38.4390006, -111.9893006 38.4164147))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-10-06		f	adult		F53		2014-10-06T03:01:54Z/2014-10-06T23:01:31Z	38.401665	-111.984100	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9877014 38.39806110000001, -111.9803192 38.4097336, -111.9815392 38.3991011, -111.9877014 38.39806110000001))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-10-07		f	adult		F53		2014-10-07T03:00:51Z/2014-10-07T23:02:23Z	38.390927	-111.984832	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9790917 38.387975, -111.9837647 38.3888303, -111.9837961 38.3888497, -111.987735 38.39337329999999, -111.9871 38.3933419, -111.9790917 38.387975))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-10-08		f	adult		F53		2014-10-08T03:01:22Z/2014-10-08T23:01:37Z	38.379535	-111.991847	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9950172 38.37710689999999, -111.9959475 38.3774953, -111.9959522 38.3775014, -111.9857642 38.3835403, -111.9859242 38.3821831, -111.9950172 38.37710689999999))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-10-09		f	adult		F53		2014-10-09T03:00:59Z/2014-10-09T15:01:34Z	38.383676	-111.997127	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-112.0010011 38.3818092, -111.9972831 38.3849122, -111.9929767 38.3834719, -112.0010011 38.3818092))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-10-10		f	adult		F53		2014-10-10T03:01:55Z/2014-10-10T19:01:22Z	38.386055	-111.994856	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9974681 38.3847858, -111.9981939 38.3851819, -111.9886386 38.38872689999999, -111.9951228 38.3855269, -111.9974681 38.3847858))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-10-11		f	adult		F53		2014-10-11T03:01:19Z/2014-10-11T23:01:13Z	38.356352	-111.999987	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-112.0079622 38.3251319, -111.9930703 38.3835181, -111.9930692 38.38341, -111.9979092 38.36443189999999, -112.0079236 38.3252686, -112.0079622 38.3251319))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-10-12		f	adult		F53		2014-10-12T07:02:23Z/2014-10-12T23:02:06Z	38.381248	-111.992886	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9925247 38.3726094, -111.9930572 38.38345529999999, -111.9929103 38.3834075, -111.9925247 38.3726094))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-10-13		f	adult		F53		2014-10-13T03:02:04Z/2014-10-13T23:01:56Z	38.383773	-111.992802	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9929661 38.3833494, -111.9930911 38.3834661, -111.9917456 38.3854467, -111.9929661 38.3833494))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-10-14		f	adult		F53		2014-10-14T03:00:55Z/2014-10-14T23:01:20Z	38.387136	-111.992745	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9928297 38.3832931, -111.9930686 38.3834778, -111.9931942 38.3895711, -111.9931889 38.3904789, -111.9911822 38.3925022, -111.9928297 38.3832931))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-10-15		f	adult		F53		2014-10-15T03:01:52Z/2014-10-15T23:01:21Z	38.399691	-111.989225	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9913283 38.3925156, -111.9946486 38.39387, -111.9899267 38.40461060000001, -111.9797 38.40174829999999, -111.9913283 38.3925156))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-10-16		f	adult		F53		2014-10-16T03:00:50Z/2014-10-16T19:02:16Z	38.431226	-111.981968	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9760708 38.4160014, -111.9859222 38.43338720000001, -111.9860864 38.4437867, -111.9797944 38.4317289, -111.9760708 38.4160014))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-10-17		f	adult		F53		2014-10-17T03:01:18Z/2014-10-17T23:01:18Z	38.457962	-111.995089	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9902217 38.45691420000001, -112.0028464 38.45826029999999, -112.0028425 38.4583319, -111.9897311 38.4582731, -111.9896994 38.4582378, -111.9902217 38.45691420000001))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-10-18		f	adult		F53		2014-10-18T03:01:10Z/2014-10-18T23:00:59Z	38.491685	-111.975629	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9909872 38.4701672, -111.9828522 38.4941431, -111.9780483 38.4978019, -111.9649981 38.4956681, -111.9649367 38.4956094, -111.9909872 38.4701672))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-10-19		f	adult		F53		2014-10-19T03:01:01Z/2014-10-19T23:01:12Z	38.499528	-111.956426	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9555792 38.4957672, -111.9601964 38.5049375, -111.9555647 38.5011828, -111.9547161 38.5002356, -111.9555197 38.4958986, -111.9555792 38.4957672))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-10-20		f	adult		F53		2014-10-20T03:01:00Z/2014-10-20T23:01:18Z	38.499859	-111.953498	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9512933 38.4985192, -111.9552494 38.4994333, -111.9561372 38.50187529999999, -111.9557342 38.5019006, -111.9512081 38.4988542, -111.9512933 38.4985192))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-10-21		f	adult		F53		2014-10-21T03:01:09Z/2014-10-21T23:01:21Z	38.500700	-111.954416	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9514272 38.4985547, -111.9514461 38.4985611, -111.9560908 38.5017364, -111.9557956 38.5018578, -111.9514272 38.4985547))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-10-22		f	adult		F53		2014-10-22T03:00:54Z/2014-10-22T23:02:07Z	38.496131	-111.953724	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9491706 38.4903783, -111.9498453 38.4908514, -111.9567486 38.4985794, -111.9569869 38.49913529999999, -111.9558672 38.5017125, -111.9491706 38.4903783))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-10-23		f	adult		F53		2014-10-23T03:00:57Z/2014-10-23T23:01:18Z	38.494165	-111.971144	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9812425 38.4898811, -111.9812181 38.4899697, -111.956015 38.5017247, -111.9561122 38.4992678, -111.9812425 38.4898811))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-10-24		f	adult		F53		2014-10-24T03:01:25Z/2014-10-24T23:01:08Z	38.473937	-111.990903	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9901975 38.47044829999999, -111.9905097 38.470575, -111.99284 38.4842031, -111.9900658 38.4705219, -111.9901975 38.47044829999999))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-10-25		f	adult		F53		2014-10-25T03:00:59Z/2014-10-25T23:01:18Z	38.460208	-111.962786	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9727939 38.45441810000001, -111.9655517 38.4663331, -111.95054 38.4693861, -111.9528653 38.4563383, -111.9727939 38.45441810000001))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-10-26		f	adult		F53		2014-10-26T03:01:50Z/2014-10-26T23:00:53Z	38.447379	-111.964152	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9641789 38.4473328, -111.9642008 38.4473794, -111.9641911 38.44740720000001, -111.9640297 38.4474511, -111.9641575 38.4473389, -111.9641789 38.4473328))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-10-27		f	adult		F53		2014-10-27T03:01:06Z/2014-10-27T23:01:50Z	38.447159	-111.964008	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9636939 38.4468242, -111.964195 38.4471339, -111.9642186 38.4473903, -111.9641042 38.4473561, -111.9636719 38.4469019, -111.9636939 38.4468242))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-10-28		f	adult		F53		2014-10-28T03:01:06Z/2014-10-28T23:01:44Z	38.447173	-111.963913	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9636275 38.4468822, -111.9641483 38.4473475, -111.9641183 38.4473494, -111.9636033 38.4469947, -111.9636275 38.4468822))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-10-29		f	adult		F53		2014-10-29T03:01:03Z/2014-10-29T23:02:06Z	38.446601	-111.969152	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9807114 38.4439467, -111.978685 38.44683670000001, -111.9639467 38.4475456, -111.9636725 38.4469958, -111.9637419 38.4469056, -111.9807114 38.4439467))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-10-30		f	adult		F53		2014-10-30T07:01:42Z/2014-10-30T23:00:59Z	38.446090	-111.970513	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.98023 38.4446142, -111.9809356 38.4446792, -111.9641508 38.44719310000001, -111.9636825 38.4470456, -111.9635672 38.4469161, -111.98023 38.4446142))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-10-31		f	adult		F53		2014-10-31T03:01:21Z/2014-10-31T23:02:06Z	38.446622	-111.970858	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9803003 38.4448106, -111.9822667 38.446875, -111.9639411 38.4474511, -111.9636617 38.4467733, -111.9803003 38.4448106))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-11-01		f	adult		F53		2014-11-01T03:01:06Z/2014-11-01T19:01:12Z	38.463812	-111.989035	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9900289 38.4512247, -111.9900431 38.4704539, -111.9899683 38.47043920000001, -111.989465 38.46906420000001, -111.9856681 38.45788, -111.9900289 38.4512247))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-11-02		f	adult		F53		2014-11-02T03:01:18Z/2014-11-02T23:01:48Z	38.494268	-111.965500	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9426022 38.4906428, -111.9861872 38.496455, -111.9670314 38.4951008, -111.9426022 38.4906428))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-11-03		f	adult		F53		2014-11-03T19:00:59Z/2014-11-03T23:02:18Z	38.508163	-111.944289	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	LINESTRING (-111.9430886 38.5066075, -111.94549 38.5097186)
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-11-04		f	adult		F53		2014-11-04T03:01:20Z/2014-11-04T23:01:48Z	38.476656	-111.977097	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9759092 38.4715442, -111.9760889 38.4716094, -111.9803961 38.4911972, -111.9759928 38.4722744, -111.9759092 38.4715442))
F53:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	F53:deployment1:2014-11-05		f	adult		F53		2014-11-05T03:01:16Z/2014-11-05T19:01:21Z	38.442366	-111.974107	WGS84	TSN 552479 (itis.gov)	Puma concolor	species	POLYGON ((-111.9790506 38.4398889, -111.9791528 38.43991029999999, -111.9641186 38.4473, -111.9790506 38.4398889))
IDCoy_P3_1:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	IDCoy_P3_1:deployment1:2004-12-27					IdCoy_P3_1		2004-12-27T12:01:00Z/2004-12-27T23:55:00Z	43.795814	-112.645647	WGS84	TSN 180599 (itis.gov)	Canis latrans	species	POLYGON ((-112.5869261449459 43.76307409033511, -112.5910319471313 43.76409458929557, -112.7116947878525 43.80512800549017, -112.7118039877712 43.80518740520674, -112.7119061888433 43.80526931075418, -112.7080294865189 43.81033491317665, -112.6978258806429 43.81812070815151, -112.695962781062 43.81951571490898, -112.685347775379 43.82712300876178, -112.6715355692284 43.83436271135444, -112.6679458677943 43.83430021453503, -112.6625500662768 43.83325711626185, -112.5533041302818 43.78445679541802, -112.5467964285426 43.7798654946268, -112.5488469304488 43.77836659285467, -112.5654216368376 43.76830098977068, -112.5869261449459 43.76307409033511))
IDCoy_P3_1:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	IDCoy_P3_1:deployment1:2004-12-28					IdCoy_P3_1		2004-12-28T00:00:00Z/2004-12-28T23:55:00Z	43.806063	-112.701751	WGS84	TSN 180599 (itis.gov)	Canis latrans	species	POLYGON ((-112.7138280919381 43.77948739850105, -112.7294627985256 43.77970910495274, -112.7506062063154 43.78398960227791, -112.753621506946 43.7856096089475, -112.7526359067472 43.78777351023275, -112.7203608905206 43.81587931024346, -112.7080039840218 43.82588521792562, -112.6562486627082 43.83891881152005, -112.6539136625816 43.83670571355113, -112.6535030641591 43.81781851114234, -112.6937219823791 43.79097660145428, -112.6972750844739 43.78873490399381, -112.7077522886341 43.78241160386163, -112.7138280919381 43.77948739850105))
IDCoy_P3_1:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	IDCoy_P3_1:deployment1:2004-12-29					IdCoy_P3_1		2004-12-29T00:00:00Z/2004-12-29T23:55:00Z	43.811120	-112.689577	WGS84	TSN 180599 (itis.gov)	Canis latrans	species	POLYGON ((-112.6696469727587 43.795434103239, -112.674358674784 43.79543800347818, -112.7170927898374 43.80759630981517, -112.7170983902148 43.80767161314114, -112.7170702900534 43.80772801108361, -112.7170355903227 43.80774430693843, -112.7170144904374 43.80775300641704, -112.6756300722994 43.82180051468093, -112.6606583670411 43.82267520780704, -112.6498014623832 43.82019180773801, -112.6418864609612 43.80706600313237, -112.6604919685712 43.79780180409436, -112.6649077707313 43.79582460795586, -112.6696469727587 43.795434103239))
IDCoy_P3_1:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	IDCoy_P3_1:deployment1:2004-12-30					IdCoy_P3_1		2004-12-30T00:00:00Z/2004-12-30T23:55:00Z	43.797210	-112.687834	WGS84	TSN 180599 (itis.gov)	Canis latrans	species	POLYGON ((-112.7360453002761 43.77908680594025, -112.7394448022881 43.77949770343938, -112.7412470028089 43.78002820185125, -112.7443781040447 43.78370160651441, -112.7437673031501 43.78646770925472, -112.6781875746561 43.80609270960617, -112.6756847745104 43.80429070773872, -112.6693789728899 43.79530990595202, -112.6845277798616 43.78906020673941, -112.7224966954053 43.78050800415281, -112.7360453002761 43.77908680594025))
IDCoy_P3_1:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	IDCoy_P3_1:deployment1:2004-12-31					IdCoy_P3_1		2004-12-31T00:00:00Z/2004-12-31T23:55:00Z	43.810029	-112.685009	WGS84	TSN 180599 (itis.gov)	Canis latrans	species	POLYGON ((-112.6701316731298 43.79571680244378, -112.6818483769577 43.79577930295951, -112.6941764824442 43.79593300848976, -112.7121147871202 43.81816211210339, -112.711491986684 43.82136681179203, -112.7073294842201 43.82700681371411, -112.6978144792215 43.83699931912032, -112.6965950786343 43.8382030186475, -112.683490873388 43.84103101638549, -112.6687061682549 43.83750911883106, -112.6611347663458 43.8292141079094, -112.6506486637829 43.81182771140271, -112.6470939631664 43.80548300325936, -112.654637266979 43.79946180409999, -112.664697770758 43.79685630084877, -112.6701316731298 43.79571680244378))
IDCoy_P3_1:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	IDCoy_P3_1:deployment1:2005-01-01					IdCoy_P3_1		2005-01-01T00:00:00Z/2005-01-01T23:55:00Z	43.792336	-112.720950	WGS84	TSN 180599 (itis.gov)	Canis latrans	species	POLYGON ((-112.7324419988499 43.78358460464725, -112.7426603023624 43.78486300201686, -112.7454909041404 43.78529570148586, -112.7453581033925 43.78573820760746, -112.7423831020201 43.78858770661589, -112.6926541801989 43.80994960673303, -112.6902150794658 43.81098660491081, -112.6856575779895 43.80777600401998, -112.6857322780786 43.80187960770583, -112.6860130790796 43.80165160656855, -112.7225014945131 43.78698300567802, -112.7324419988499 43.78358460464725))
IDCoy_P3_1:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	IDCoy_P3_1:deployment1:2005-01-02					IdCoy_P3_1		2005-01-02T00:00:00Z/2005-01-02T23:55:00Z	43.810221	-112.691494	WGS84	TSN 180599 (itis.gov)	Canis latrans	species	POLYGON ((-112.7362678006997 43.78266430414153, -112.7398767020182 43.78333710116084, -112.7429565021174 43.78565320179936, -112.7316002958929 43.80407821105446, -112.6616714662949 43.82833991206424, -112.6601933660843 43.82838660955871, -112.659490065357 43.82574321544784, -112.659374766695 43.82228491230303, -112.6859991783672 43.80325930631624, -112.6877983797525 43.80242570925457, -112.7362678006997 43.78266430414153))
IDCoy_P3_1:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	IDCoy_P3_1:deployment1:2005-01-03					IdCoy_P3_1		2005-01-03T00:00:00Z/2005-01-03T23:55:00Z	43.803336	-112.688902	WGS84	TSN 180599 (itis.gov)	Canis latrans	species	POLYGON ((-112.6897747825738 43.78385910574276, -112.6912222822883 43.78484410311916, -112.7031341852414 43.79588380375942, -112.7039411853742 43.80607180415102, -112.7039075855552 43.80627991131129, -112.6865905775363 43.81044931043865, -112.6573558657331 43.81660301107383, -112.6467658630299 43.80635460472342, -112.6478072632537 43.80487460537589, -112.6547094669441 43.79695630730117, -112.6548919666806 43.79675180191295, -112.6897747825738 43.78385910574276))
IDCoy_P3_1:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	IDCoy_P3_1:deployment1:2005-01-04					IdCoy_P3_1		2005-01-04T00:00:00Z/2005-01-04T23:55:00Z	43.796518	-112.701863	WGS84	TSN 180599 (itis.gov)	Canis latrans	species	POLYGON ((-112.7312791995069 43.77422550010672, -112.7436965033988 43.77661959907469, -112.7539887078838 43.77880630030496, -112.7542198078617 43.7797127088254, -112.7453862032856 43.78553380927719, -112.7038872852247 43.80632631271833, -112.6548564648168 43.81340630981209, -112.6527144647091 43.80933630462793, -112.6517405650694 43.80302240169484, -112.6546627678024 43.79573800365921, -112.6580236683707 43.79444100492323, -112.7254775972816 43.77560960109543, -112.7282986976455 43.77483570250133, -112.7312791995069 43.77422550010672))
IDCoy_P3_1:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	IDCoy_P3_1:deployment1:2005-01-05					IdCoy_P3_1		2005-01-05T00:00:00Z/2005-01-05T23:55:00Z	43.805323	-112.686523	WGS84	TSN 180599 (itis.gov)	Canis latrans	species	POLYGON ((-112.7154516932586 43.7775049037248, -112.7184169942551 43.77820600358719, -112.7188233943658 43.77832350235956, -112.7220858943854 43.78811820441422, -112.7238194938678 43.79364350603561, -112.7237725938562 43.80010960378345, -112.7218333913018 43.81243661324249, -112.7202264900555 43.81669050798563, -112.7122483856248 43.82866161716696, -112.702406982105 43.83186381434294, -112.6999572811381 43.8321282160324, -112.6622664666537 43.8284291084293, -112.6617052667829 43.82837050998717, -112.6596466650364 43.82782911562727, -112.6564536643421 43.82582661401085, -112.6527325635024 43.8197427071787, -112.6484458647066 43.79393880438323, -112.6493958647894 43.79298629940033, -112.6524669665921 43.79193380177094, -112.6543914679499 43.79140350261986, -112.7087583901182 43.77794630261889, -112.7154516932586 43.7775049037248))
IDCoy_P3_1:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	IDCoy_P3_1:deployment1:2005-01-06					IdCoy_P3_1		2005-01-06T00:00:00Z/2005-01-06T23:55:00Z	43.793289	-112.711078	WGS84	TSN 180599 (itis.gov)	Canis latrans	species	POLYGON ((-112.7122047921215 43.7730029965315, -112.7492423062972 43.77681910361661, -112.7535428079754 43.77848630204707, -112.7551456077232 43.78068600502497, -112.7544756074741 43.78295100340598, -112.7517790060079 43.78561570578135, -112.6855566784417 43.80424961026953, -112.6845364799406 43.78909520181004, -112.7122047921215 43.7730029965315))
IDCoy_P3_1:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	IDCoy_P3_1:deployment1:2005-01-07					IdCoy_P3_1		2005-01-07T00:00:00Z/2005-01-07T23:55:00Z	43.791660	-112.702448	WGS84	TSN 180599 (itis.gov)	Canis latrans	species	POLYGON ((-112.7174683946133 43.77376070389924, -112.7333337000033 43.77606550644506, -112.6786175731602 43.81953600629026, -112.6754358724631 43.82026910792744, -112.6591619665427 43.82022851156697, -112.6564891649321 43.81846070461396, -112.6517625638908 43.81119020886894, -112.6515411644489 43.8105535109089, -112.6549211659709 43.80383460701734, -112.7174683946133 43.77376070389924))
IDCoy_P3_1:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	IDCoy_P3_1:deployment1:2005-01-08					IdCoy_P3_1		2005-01-08T00:00:00Z/2005-01-08T23:55:00Z	43.819814	-112.675934	WGS84	TSN 180599 (itis.gov)	Canis latrans	species	POLYGON ((-112.6788333743516 43.81774961195031, -112.6790505744427 43.81789660989847, -112.6791858747364 43.81810851183406, -112.6759252725817 43.82184520973453, -112.6616461667318 43.82840241400849, -112.6620219663816 43.82661570706166, -112.6637402679151 43.82483211035236, -112.6653280677852 43.82370850988664, -112.6763736731408 43.81829680989744, -112.6782616743207 43.81780990785936, -112.6788333743516 43.81774961195031))
IDCoy_P3_1:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	IDCoy_P3_1:deployment1:2005-01-09					IdCoy_P3_1		2005-01-09T00:00:00Z/2005-01-09T23:55:00Z	43.802865	-112.699805	WGS84	TSN 180599 (itis.gov)	Canis latrans	species	POLYGON ((-112.7133483915156 43.78001659921503, -112.7214564950298 43.78022460553922, -112.7421495024714 43.78532300086644, -112.7421731021485 43.78569570802396, -112.7419973018827 43.78597630466415, -112.6735797720702 43.8222007136331, -112.6720514708546 43.8225530096145, -112.6715530704583 43.82260241229233, -112.6691930691452 43.82277350887831, -112.686681678898 43.80140570772086, -112.6889058797308 43.7987041048168, -112.6913319814934 43.79619350713173, -112.7113939903585 43.78091130503832, -112.7133483915156 43.78001659921503))
IDCoy_P3_1:deployment1	occurrence	https://creativecommons.org/publicdomain/zero/1.0/	doi:10.5441/001/1.7d8301h2	MachineObservation	IDCoy_P3_1:deployment1:2005-01-10					IdCoy_P3_1		2005-01-10T00:00:00Z/2005-01-10T23:55:00Z	43.780208	-112.737288	WGS84	TSN 180599 (itis.gov)	Canis latrans	species	POLYGON ((-112.7489940063161 43.77210320120705, -112.7547667091178 43.77273050229679, -112.7586909103209 43.77476930426313, -112.7459378043107 43.78421100822146, -112.7455256036891 43.78448490424247, -112.7454328045281 43.78452430838539, -112.7428092029278 43.78551740445733, -112.7419856022258 43.78581710911526, -112.7289402982433 43.78068910366298, -112.7286800981586 43.7805102029593, -112.7281400987465 43.77373320486028, -112.7281464977991 43.77347020037656, -112.7289102989763 43.77320680341504, -112.7429915047582 43.77225990455793, -112.7489940063161 43.77210320120705))
